810.2498 7.2570346E-11
805.8937 7.7172574E-11
801.5841 8.2121164E-11
797.3204 8.7468324E-11
793.1017 9.3267630E-11
788.9276 9.9548710E-11
784.7970 1.0634364E-10
780.7095 1.1371661E-10
776.6644 1.2174398E-10
772.6609 1.3048852E-10
768.6987 1.4001091E-10
764.7767 1.5039943E-10
760.8946 1.6176178E-10
757.0516 1.7420607E-10
753.2473 1.8783661E-10
749.4811 2.0278490E-10
745.7523 2.1920772E-10
742.0606 2.3727303E-10
738.4050 2.5714822E-10
734.7854 2.7902533E-10
731.2011 3.0312117E-10
727.6516 3.2966196E-10
724.1364 3.5887418E-10
720.6549 3.9098089E-10
717.2068 4.2621590E-10
713.7916 4.6478732E-10
710.4086 5.0683430E-10
707.0577 5.5241434E-10
703.7382 6.0148120E-10
700.4496 6.5381889E-10
697.1918 7.0897160E-10
693.9640 7.6619977E-10
690.7660 8.2443402E-10
687.5974 8.8225083E-10
684.4576 9.3787234E-10
681.3465 9.8923525E-10
678.2635 1.0341495E-09
675.2083 1.0705069E-09
672.1804 1.0965145E-09
669.1796 1.1109211E-09
666.2054 1.1132063E-09
663.2576 1.1036300E-09
660.3358 1.0831814E-09
657.4396 1.0533856E-09
654.5687 1.0161139E-09
651.7228 9.7335473E-10
648.9014 9.2701219E-10
646.1044 8.7877272E-10
643.3315 8.3002621E-10
640.5822 7.8188728E-10
637.8563 7.3516693E-10
635.1535 6.9042305E-10
632.4735 6.4800521E-10
629.8160 6.0810690E-10
627.1808 5.7080302E-10
624.5676 5.3607729E-10
621.9760 5.0384530E-10
619.4059 4.7399329E-10
616.8569 4.4639148E-10
614.3288 4.2089085E-10
611.8213 3.9733405E-10
609.3344 3.7556719E-10
606.8673 3.5545158E-10
604.4202 3.3685399E-10
601.9929 3.1964351E-10
599.5849 3.0369376E-10
597.1960 2.8890135E-10
594.8263 2.7517155E-10
592.4752 2.6241059E-10
590.1426 2.5052976E-10
587.8283 2.3945548E-10
585.5321 2.2912486E-10
583.2538 2.1947505E-10
580.9932 2.1044540E-10
578.7499 2.0198324E-10
576.5239 1.9404962E-10
574.3151 1.8660741E-10
572.1230 1.7961675E-10
569.9476 1.7304903E-10
567.7888 1.6688578E-10
565.6462 1.6110138E-10
563.5197 1.5565566E-10
561.4091 1.5051238E-10
559.3143 1.4565235E-10
557.2350 1.4106406E-10
555.1712 1.3672222E-10
553.1226 1.3259913E-10
551.0891 1.2869386E-10
549.0704 1.2502842E-10
547.0665 1.2159966E-10
545.0771 1.1835130E-10
543.1022 1.1520302E-10
541.1417 1.1211541E-10
539.1951 1.0910613E-10
537.2625 1.0621166E-10
535.3436 1.0344477E-10
533.4385 1.0079289E-10
531.5469 9.8242102E-11
529.6686 9.5788245E-11
527.8036 9.3429736E-11
525.9517 9.1164860E-11
524.1126 8.8996831E-11
522.2865 8.6934952E-11
520.4730 8.4980037E-11
518.6721 8.3115126E-11
516.8835 8.1314663E-11
515.1073 7.9567887E-11
513.3432 7.7886114E-11
511.5912 7.6286651E-11
509.8511 7.4772868E-11
508.1228 7.3331889E-11
506.4062 7.1950404E-11
504.7010 7.0630252E-11
503.0075 6.9389508E-11
501.3252 6.8252182E-11
499.6541 6.7227890E-11
497.9941 6.6296614E-11
496.3451 6.5406167E-11
494.7070 6.4497047E-11
493.0797 6.3529029E-11
491.4630 6.2489951E-11
489.8570 6.1383773E-11
488.2613 6.0227975E-11
486.6760 5.9073815E-11
485.1010 5.8005756E-11
483.5362 5.7089181E-11
481.9814 5.6308933E-11
480.4366 5.5573386E-11
478.9016 5.4792820E-11
477.3766 5.3944266E-11
475.8610 5.3065656E-11
474.3551 5.2211492E-11
472.8588 5.1434142E-11
471.3718 5.0775967E-11
469.8941 5.0240121E-11
468.4257 4.9762628E-11
