810.2498 1.6233518E-12
805.8937 1.6881248E-12
801.5841 1.6122199E-12
797.3204 1.6162733E-12
793.1017 1.7588934E-12
788.9276 1.8562361E-12
784.7970 1.8200847E-12
780.7095 1.8097782E-12
776.6644 1.9232064E-12
772.6609 2.0326724E-12
768.6987 2.0310524E-12
764.7767 2.0181959E-12
760.8946 2.1099932E-12
757.0516 2.2278815E-12
753.2473 2.2547747E-12
749.4811 2.2492995E-12
745.7523 2.3219710E-12
742.0606 2.4409947E-12
738.4050 2.4957959E-12
734.7854 2.5009055E-12
731.2011 2.5629650E-12
727.6516 2.6815583E-12
724.1364 2.7572643E-12
720.6549 2.7756406E-12
717.2068 2.8272022E-12
713.7916 2.9386678E-12
710.4086 3.0316890E-12
707.0577 3.0700035E-12
703.7382 3.1226805E-12
700.4496 3.2321888E-12
697.1918 3.3407348E-12
693.9640 3.3981537E-12
690.7660 3.4534684E-12
687.5974 3.5603304E-12
684.4576 3.6815655E-12
681.3465 3.7592633E-12
678.2635 3.8224732E-12
675.2083 3.9278663E-12
672.1804 4.0581045E-12
669.1796 4.1548058E-12
666.2054 4.2284076E-12
663.2576 4.3353966E-12
660.3358 4.4743272E-12
657.4396 4.5912861E-12
654.5687 4.6797640E-12
651.7228 4.7894137E-12
648.9014 4.9359618E-12
646.1044 5.0721567E-12
643.3315 5.1780095E-12
640.5822 5.2947069E-12
637.8563 5.4490349E-12
635.1535 5.6038004E-12
632.4735 5.7300076E-12
629.8160 5.8574864E-12
627.1808 6.0209589E-12
624.5676 6.1953836E-12
621.9760 6.3442081E-12
619.4059 6.4869637E-12
616.8569 6.6614075E-12
614.3288 6.8552113E-12
611.8213 7.0295952E-12
609.3344 7.1906565E-12
606.8673 7.3792413E-12
604.4202 7.5946723E-12
601.9929 7.7983895E-12
599.5849 7.9844135E-12
597.1960 8.1908898E-12
594.8263 8.4291376E-12
592.4752 8.6641362E-12
590.1426 8.8801006E-12
587.8283 9.1103548E-12
585.5321 9.3756765E-12
583.2538 9.6478303E-12
580.9932 9.9016507E-12
578.7499 1.0163459E-11
576.5239 1.0464251E-11
574.3151 1.0784071E-11
572.1230 1.1092375E-11
569.9476 1.1408601E-11
567.7888 1.1767647E-11
565.6462 1.2157305E-11
563.5197 1.2537503E-11
561.4091 1.2914087E-11
559.3143 1.3331657E-11
557.2350 1.3792027E-11
555.1712 1.4255187E-11
553.1226 1.4725603E-11
551.0891 1.5267820E-11
549.0704 1.5904323E-11
547.0665 1.6549834E-11
545.0771 1.7096239E-11
543.1022 1.7528054E-11
541.1417 1.7915090E-11
539.1951 1.8322007E-11
537.2625 1.8771571E-11
535.3436 1.9272724E-11
533.4385 1.9830909E-11
531.5469 2.0430478E-11
529.6686 2.1052576E-11
527.8036 2.1713555E-11
525.9517 2.2451790E-11
524.1126 2.3275347E-11
522.2865 2.4158271E-11
520.4730 2.5084613E-11
518.6721 2.6059698E-11
516.8835 2.7075845E-11
515.1073 2.8119706E-11
513.3432 2.9220612E-11
511.5912 3.0447839E-11
509.8511 3.1829112E-11
508.1228 3.3320593E-11
506.4062 3.4905079E-11
504.7010 3.6676408E-11
503.0075 3.8758621E-11
501.3252 4.1136299E-11
499.6541 4.3605446E-11
497.9941 4.5905064E-11
496.3451 4.7876664E-11
494.7070 4.9508463E-11
493.0797 5.0879839E-11
491.4630 5.2107808E-11
489.8570 5.3343694E-11
488.2613 5.4799346E-11
486.6760 5.6731578E-11
485.1010 5.9327404E-11
483.5362 6.2530071E-11
481.9814 6.5968529E-11
480.4366 6.9111279E-11
478.9016 7.1573379E-11
477.3766 7.3369234E-11
475.8610 7.4945550E-11
474.3551 7.6951293E-11
472.8588 7.9830600E-11
471.3718 8.3476573E-11
469.8941 8.7276811E-11
468.4257 9.0614308E-11
466.9664 9.3367612E-11
465.5162 9.5886604E-11
464.0750 9.8530656E-11
462.6427 1.0140584E-10
461.2192 1.0457962E-10
459.8044 1.0827351E-10
458.3982 1.1259627E-10
457.0006 1.1721213E-10
455.6116 1.2159482E-10
454.2310 1.2568750E-10
452.8587 1.3006157E-10
451.4946 1.3530625E-10
450.1388 1.4140529E-10
448.7911 1.4781640E-10
447.4514 1.5396402E-10
446.1198 1.5949539E-10
444.7959 1.6427723E-10
443.4799 1.6851819E-10
442.1718 1.7295677E-10
440.8712 1.7869485E-10
439.5783 1.8666536E-10
438.2931 1.9717514E-10
437.0152 2.0966917E-10
435.7448 2.2260151E-10
434.4818 2.3369170E-10
433.2261 2.4099653E-10
431.9775 2.4425034E-10
430.7363 2.4499333E-10
429.5021 2.4503802E-10
428.2750 2.4497970E-10
427.0547 2.4457256E-10
425.8415 2.4444191E-10
424.6352 2.4677610E-10
423.4357 2.5398711E-10
422.2429 2.6688379E-10
421.0568 2.8423164E-10
419.8774 3.0359487E-10
418.7045 3.2214781E-10
417.5382 3.3703831E-10
416.3784 3.4591272E-10
415.2250 3.4775799E-10
414.0780 3.4328071E-10
412.9373 3.3437098E-10
411.8028 3.2318445E-10
410.6746 3.1158356E-10
409.5525 3.0097280E-10
408.4366 2.9218519E-10
407.3268 2.8548133E-10
406.2228 2.8075736E-10
405.1249 2.7780961E-10
404.0329 2.7637831E-10
402.9468 2.7610439E-10
401.8665 2.7663952E-10
400.7921 2.7781336E-10
399.7233 2.7960767E-10
398.6602 2.8196070E-10
397.6027 2.8472200E-10
396.5509 2.8773781E-10
395.5045 2.9079616E-10
394.4638 2.9345118E-10
393.4284 2.9500405E-10
392.3985 2.9474687E-10
391.3739 2.9216748E-10
390.3547 2.8700387E-10
389.3409 2.7932118E-10
388.3322 2.6970443E-10
387.3288 2.5927857E-10
386.3304 2.4934799E-10
385.3374 2.4090369E-10
384.3493 2.3433516E-10
383.3663 2.2939543E-10
382.3883 2.2531495E-10
381.4153 2.2112780E-10
380.4473 2.1615586E-10
379.4841 2.1027488E-10
378.5258 2.0370484E-10
377.5724 1.9666667E-10
376.6237 1.8937334E-10
375.6797 1.8224262E-10
374.7405 1.7581619E-10
373.8061 1.7043837E-10
372.8762 1.6614980E-10
371.9509 1.6293082E-10
371.0303 1.6082853E-10
370.1141 1.5977908E-10
369.2025 1.5948881E-10
368.2954 1.5963142E-10
367.3927 1.6001493E-10
366.4944 1.6044641E-10
365.6006 1.6060839E-10
364.7110 1.6026276E-10
363.8258 1.5945401E-10
362.9448 1.5831757E-10
362.0682 1.5679966E-10
361.1957 1.5477609E-10
360.3275 1.5235080E-10
359.4634 1.4976891E-10
358.6034 1.4710733E-10
357.7476 1.4429091E-10
356.8958 1.4141363E-10
356.0480 1.3874163E-10
355.2043 1.3634073E-10
354.3646 1.3402104E-10
353.5288 1.3171331E-10
352.6970 1.2957439E-10
